image_name,confidence,IoU
IMG_20180723_123154.jpg,0.651392,0.3212913332612258
IMG_20180717_123537.jpg,0.277483,0.8912664269166161
IMG_20180810_093330.jpg,0.911036,0.9071921822424481
IMG_20180717_122331.jpg,0.291792,0.25746543192918686
IMG_20180725_121427.jpg,0.776285,0.9485835296807971
IMG_20180723_123744.jpg,0.704421,0.9559856184216725
IMG_20180810_092151.jpg,0.897688,0.9262212370518405
IMG_0030.JPG,0.0,0.0
IMG_20180720_142731.jpg,0.957458,0.9621694023212536
IMG_20180810_093312.jpg,0.916783,0.859470029260038
IMG_20180719_123848.jpg,0.925067,0.8232445046396814
IMG_20180721_090927.jpg,0.54556,0.8947465933116096
IMG_20180724_121406.jpg,0.960407,0.9184635093363804
IMG_20180719_124651.jpg,0.895684,0.6035073558168641
IMG_20180714_102729.jpg,0.253845,0.886652210802533
IMG_20100101_031404.jpg,0.929107,0.9300160866000147
IMG_20180726_122312.jpg,0.905477,0.8181834882585137
IMG_20180721_090702.jpg,0.479752,0.6603761357733479
IMG_20180719_143723.jpg,0.866226,0.9244466248550437
IMG_20180719_141917.jpg,0.300611,0.8881696776294983
IMG_20180719_143203.jpg,0.728648,0.8451442559727885
IMG_20180723_122546.jpg,0.921722,0.7951712444195002
IMG_20180810_092957.jpg,0.895792,0.5805749198144846
IMG_20180724_121243.jpg,0.905255,0.917375744581994
IMG_20180809_083651.jpg,0.761798,0.0
IMG_20180719_124828.jpg,0.937989,0.8981721543158938
IMG_20180718_105313.jpg,0.58156,0.8693980294182433
IMG_20180804_110552.jpg,0.0,0.0
IMG_20180724_125420.jpg,0.928378,0.9580887163117465
IMG_20180725_121411.jpg,0.800468,0.45004247734093294
IMG_20100101_031805.jpg,0.960007,0.9303986270229805
IMG_20100101_032553.jpg,0.281373,0.9552868332420865
IMG_20180811_083617.jpg,0.849461,0.9260216744067122
IMG_0057.JPG,0.0,0.0
IMG_20180724_120909.jpg,0.861113,0.898749324786723
IMG_20180720_142558.jpg,0.687842,0.9056976133767941
IMG_20180725_122625.jpg,0.86098,0.938046216526908
IMG_20180723_123225.jpg,0.809376,0.9568991468588327
IMG_20180721_090612.jpg,0.32703,0.6888787698762104
IMG_20180717_120957.jpg,0.649945,0.9562907876291045
