Neck x_mean,Neck x_std,Neck x_min,Neck x_max,Neck x_auc,Neck x_peaks,Neck y_mean,Neck y_std,Neck y_min,Neck y_max,Neck y_auc,Neck y_peaks,Neck z_mean,Neck z_std,Neck z_min,Neck z_max,Neck z_auc,Neck z_peaks,Head x_mean,Head x_std,Head x_min,Head x_max,Head x_auc,Head x_peaks,Head y_mean,Head y_std,Head y_min,Head y_max,Head y_auc,Head y_peaks,Head z_mean,Head z_std,Head z_min,Head z_max,Head z_auc,Head z_peaks,class_mean,class_std,class_min,class_max,class_auc,class_peaks,Neck_rms_xy_mean,Neck_rms_xy_std,Neck_rms_xy_min,Neck_rms_xy_max,Neck_rms_xy_auc,Neck_rms_xy_peaks,Neck_rms_yz_mean,Neck_rms_yz_std,Neck_rms_yz_min,Neck_rms_yz_max,Neck_rms_yz_auc,Neck_rms_yz_peaks,Neck_rms_zx_mean,Neck_rms_zx_std,Neck_rms_zx_min,Neck_rms_zx_max,Neck_rms_zx_auc,Neck_rms_zx_peaks,Neck_rms_xyz_mean,Neck_rms_xyz_std,Neck_rms_xyz_min,Neck_rms_xyz_max,Neck_rms_xyz_auc,Neck_rms_xyz_peaks,Neck_roll_mean,Neck_roll_std,Neck_roll_min,Neck_roll_max,Neck_roll_auc,Neck_roll_peaks,Neck_pitch_mean,Neck_pitch_std,Neck_pitch_min,Neck_pitch_max,Neck_pitch_auc,Neck_pitch_peaks,Head_rms_xy_mean,Head_rms_xy_std,Head_rms_xy_min,Head_rms_xy_max,Head_rms_xy_auc,Head_rms_xy_peaks,Head_rms_yz_mean,Head_rms_yz_std,Head_rms_yz_min,Head_rms_yz_max,Head_rms_yz_auc,Head_rms_yz_peaks,Head_rms_zx_mean,Head_rms_zx_std,Head_rms_zx_min,Head_rms_zx_max,Head_rms_zx_auc,Head_rms_zx_peaks,Head_rms_xyz_mean,Head_rms_xyz_std,Head_rms_xyz_min,Head_rms_xyz_max,Head_rms_xyz_auc,Head_rms_xyz_peaks,Head_roll_mean,Head_roll_std,Head_roll_min,Head_roll_max,Head_roll_auc,Head_roll_peaks,class
0.05844714401666667,0.25612721063785915,-0.595559885,0.653928853,11.545194896999998,16,-0.005769507483333331,0.26814380768494794,-0.61384317,0.560260832,12.462133983,14,0.023134046199999994,0.1539405065003663,-0.308524418,0.412303914,7.134129614000001,17,0.18099073278333339,2.0683026874603088,-9.032991764,13.00371424,38.279930153,14,0.03734161085,0.6554935750704238,-2.804234657,2.18320934,25.682597165,11,-0.2898616364166667,1.9510363979302823,-11.9724658,3.597998493,34.908336067,16,0.0,0.0,0,0,0,0,0.22621608460307283,0.13893194669140824,0.0234542952073027,0.5781798061565907,13.572965076184369,17,0.1870163538401261,0.11449239984436768,0.0052502306116861,0.4464830566864685,11.220981230407567,18,0.17523595069345851,0.12616418564142487,0.0098087799728729,0.4638826920447968,10.514157041607511,19,0.20538876298369826,0.11347663084598748,0.0316904623867711,0.4758407678053249,12.323325779021896,16,1.5658205702503338,45.623972901426995,-88.48881784694622,80.66207917739082,2302.97330150337,13,9.3029062837338,41.30350180448468,-82.22571868568039,84.38727178673615,2144.391636000644,14,0.6087602098228373,1.4143058171840648,0.0445416578124115,9.32370599755918,36.52561258937024,17,0.5908106882654,1.346015319087626,0.047108277805223,8.605415165883425,35.448641295924,18,0.671542642163089,1.9104001421347752,0.0124930110483711,12.498730362875833,40.29255852978534,20,0.6563627042113652,1.5641639589084442,0.040334822820682,10.282718907468194,39.381762252681916,17,11.486905786903138,45.741280208007524,-83.29740942881119,76.78513530627818,2464.247231262654,13,0
-0.09664612091666668,0.6826779203018226,-1.595246129,2.575806565,27.587759414999997,16,0.00902439468333333,0.40157851618587714,-1.113461882,0.914943285,19.381841979000004,12,0.1320704251183333,0.701026320414428,-0.895911394,3.110342339,21.754035280899995,14,-0.11592857431666669,0.8210556718454158,-1.550989852,2.868575107,35.428957305000004,9,-0.044527442266666675,0.5325285217417299,-1.341795083,1.228833543,26.153833900000002,13,0.13125055838333333,0.7514396428742686,-0.806948926,3.060637652,24.892636955,14,0.0,0.0,0,0,0,0,0.4423846751742558,0.3502341775578508,0.0206802977463769,1.85417274011003,26.543080510455347,16,0.3946239228587707,0.42353935028595097,0.0307639577025932,2.200751339511316,23.67743537152624,18,0.46079132663405853,0.5289673058225051,0.0252596973363927,2.701227629885651,27.64747959804351,18,0.44814688705624317,0.42548402315772016,0.0548671740094219,2.2236902554801765,26.88881322337459,18,-2.1597498794031744,40.11083970051395,-80.06501151396321,73.19558415657313,2033.729151869349,13,-11.363805212442113,42.37173462772999,-80.47417441568743,82.70515866761559,2189.4429656487264,15,0.5614922616558699,0.4138804479538856,0.0183797806364358,2.0310777142965675,33.68953569935219,13,0.4835877178031637,0.44707013092021924,0.059170941541948,2.1667179160384897,29.01526306818982,15,0.5627953190863261,0.5639073302416843,0.0585686371430518,2.9661613224283783,33.76771914517956,13,0.553587835780129,0.460308208480517,0.0811717895604067,2.423362416138949,33.21527014680774,15,-1.8779186693478092,39.37712450702627,-82.53006910010929,68.96559858170978,2037.9031162868048,14,0
-0.028674457283333336,1.069322928498121,-2.423520067,2.001615642,51.671149691000004,13,0.09134328013333333,0.7466040235067545,-1.483867618,1.689947522,37.255094444,15,-0.14547627494999998,0.6402481680361009,-2.962303101,0.722506946,25.516241929000003,17,-0.14234077346666668,0.9259117624090262,-1.674198351,2.123807107,46.423336742000004,11,0.08829246069999999,0.7702874246718678,-1.673698915,1.523143219,37.945623608000005,14,-0.23217306133333335,0.6351079831477445,-2.833094651,0.898223136,24.483189694,16,0.0,0.0,0,0,0,0,0.8238545473716328,0.4198584774685673,0.1350054648598703,1.778593773857862,49.431272842297965,16,0.5909766364033804,0.3862223818214032,0.067615831511872,2.1238919428279264,35.45859818420282,17,0.7452789754985646,0.481909384904892,0.0369494733681792,2.221856576199358,44.716738529913876,17,0.7556124911879647,0.3778294436132737,0.172387943224764,1.8366534419812952,45.336749471277884,18,7.55930312475631,39.66548861496104,-84.00116291885719,76.43247334221878,1993.7427709978483,15,-5.261789633648061,49.424616435282466,-84.82790082378038,74.19829185910109,2576.7421109322654,16,0.7814754827145035,0.3586808488160643,0.1702849415904649,1.6007946578840206,46.88852896287021,14,0.6040060346187249,0.4054369101224596,0.0754946252328307,2.011998940585777,36.24036207712349,16,0.6883007348981732,0.4400705425852964,0.0854140967451887,2.1416258676580773,41.2980440938904,16,0.7287337472846309,0.3380432024435851,0.150300689396665,1.7552755611162774,43.724024837077856,15,5.811535964579632,40.56834325416362,-77.28354253423895,85.31288878393251,2035.0866976098127,15,0
0.16502545400000004,1.0068998674878646,-2.141649657,2.49249285,49.29320514000001,14,-0.27758803335,1.0910493353846415,-2.639817518,2.195483691,52.529940343,11,0.02968315744999999,0.7895065166811284,-1.792753815,2.252119041,37.041170039,12,0.3034433419166667,0.9647576602786474,-1.555422535,2.101186467,48.89140573099999,18,-0.24090305591666666,1.3742766094467316,-3.047312008,2.855687187,67.099150439,11,0.1053477578,0.7866482876153376,-1.462270141,1.965568315,37.560586056,11,0.0,0.0,0,0,0,0,0.9219244005113644,0.551649939545405,0.0125117389119506,2.56721221713757,55.31546403068186,13,0.8520597010594011,0.468846419353762,0.1953181110594963,2.1647571050678107,51.123582063564065,16,0.7921859639245469,0.4528604478506755,0.1448502650487775,2.07560000082441,47.53115783547281,16,0.8874996004616365,0.43579793458928173,0.181851267665547,2.2792445572443705,53.24997602769819,14,-8.64498360437691,42.15182679302537,-71.91261720511753,76.92899919275276,2187.27785822157,14,5.264591863694861,38.39974428107598,-67.29236342084839,69.39557895641272,2006.699403616143,16,1.0754312438028897,0.5728878451090658,0.2067085818494238,2.3761780144104203,64.52587462817338,15,0.9974734296160874,0.5416076414360608,0.0949819924317745,2.1894462110662953,59.848405776965244,14,0.8000854738655324,0.43155263428708696,0.0862536880213675,1.7968271441091406,48.005128431931944,16,1.0006314381105144,0.44558184437824677,0.2200250104474517,1.965848659870084,60.03788628663086,15,-2.555594754650039,48.32075255569006,-85.066527182904,82.05870905590906,2536.107348656611,12,0
-0.14650569123333337,1.3380054387920162,-3.680949889,3.63709152,61.494514188000004,16,0.07600982799999999,1.6002030907899778,-4.399866763,5.590760597,68.98053732400001,12,0.046986495999999975,1.0207151589755012,-2.50256942,2.720917604,47.002672238,15,-0.12548291695000002,1.2928914226622585,-2.737467559,2.695423196,65.406854859,12,0.13628223025,1.5619256325577933,-2.904821109,4.772227631,73.57058157899999,11,-0.021706235433333346,0.860188610730428,-2.265711184,2.376357278,38.21230166,11,0.0,0.0,0,0,0,0,1.2182200915280659,0.8396515690218954,0.2255199924928308,4.01660565340906,73.09320549168395,16,1.0662366091697073,0.8175492580963236,0.1046507142507001,4.034061195648767,63.974196550182434,16,1.0047926503769917,0.64675076260731,0.2264516235948656,2.777715728192846,60.287559022619504,17,1.1399128371743243,0.7127442821076496,0.278613685279646,3.3444948476317404,68.39477023045946,16,2.164703930514716,41.66425136223755,-71.77545294778284,77.21274728214533,2100.7648618128014,14,-14.423987165820538,41.293118982221834,-82.08251755806387,63.006387821188824,2228.106798988531,16,1.275173128614553,0.6683433643276643,0.1163814546848093,3.39579518458172,76.51038771687317,15,1.0477018570700471,0.708244933618998,0.1380150442291732,3.4974952526393244,62.86211142420282,15,0.9638638849074643,0.5336865290922803,0.0955389579192176,2.416693190122084,57.83183309444786,15,1.1439167470615954,0.5657613617141601,0.1295874659101822,2.8724924945446566,68.63500482369572,17,1.451908259095056,45.95739365531698,-73.21918439135646,85.0602663180059,2394.661655455541,12,0
-0.0822095600666667,1.8068702073826073,-4.792863825,4.18913782,81.00124640199999,16,0.03333624169999998,2.2339720938557117,-7.523231358,3.639419472,106.860732484,16,0.013280221183333333,1.4641783031161948,-4.085261543,2.992637973,67.73950489500001,14,0.05347696454999995,1.6152974307697219,-4.449835302,4.01868439,70.42661429900001,12,0.02698613194999998,1.746318634807041,-4.585174667,5.34204005,80.16450017899999,12,-0.23194204643333333,2.034347145059803,-9.176490426,3.534412987,78.49541565599999,9,0.0,0.0,0,0,0,0,1.717030696523524,1.0878630781541072,0.4017819624887509,6.307557122650106,103.02184179141145,17,1.6339787168792321,0.9476191730592644,0.2735104368872037,6.053444141177371,98.03872301275393,17,1.3520175625537356,0.9379845006119854,0.3118507707418188,4.453139651959524,81.12105375322413,15,1.6204581260589053,0.9182631852016165,0.3593778230945338,5.66450690957012,97.22748756353431,15,5.354412931262316,46.51229664837291,-82.86830643231023,78.32443250622963,2497.5141395025535,15,0.9721220927162839,33.74895065380883,-68.74970955364022,67.45240391596381,1722.6691782292182,12,1.3807733647453502,0.9615956612839688,0.0973090607305783,4.726902586379038,82.846401884721,17,1.4743245324169658,1.2032158558080082,0.0743504446594163,6.528497149643973,88.45947194501795,16,1.3952639738937038,1.2064178134904384,0.0616506630448335,6.48939150633629,83.71583843362222,15,1.4717770369556569,1.0577310750166182,0.0883099470140535,5.331009215660403,88.30662221733941,16,-0.13192037175319335,41.342677305740224,-77.42191731537633,86.29298453790574,2126.7498414717174,13,0
-0.2681669133833333,3.720650775869481,-15.06269122,8.458398945,143.135563683,14,-0.05554946571666662,3.1206579599621547,-11.65292711,9.433892914,120.840684643,15,0.012609398449999996,2.19902979122275,-9.686978849,4.228706552,89.638118217,16,-0.024676762783333323,1.947605051844014,-4.003367055,9.52754288,72.60350273299998,12,0.010470748750000036,1.908273229099635,-6.131800461,5.792453428,75.53393985699998,14,-0.005167728466666691,1.5312024989536979,-5.239827804,4.517398645,58.80693137400001,12,0.0,0.0,0,0,0,0,2.334377915807422,2.525678822416805,0.1479751923553106,13.46616829354286,140.0626749484453,19,1.933853195325151,1.8838665695441934,0.1704231265995118,8.734442692490877,116.03119171950905,16,2.1607021992475977,2.1695366695863134,0.1500209864427268,11.038001061218164,129.64213195485587,19,2.214936212637894,2.142802781178476,0.3394010183627729,11.246712780273173,132.89617275827365,18,-1.0274223225751384,37.552607612395946,-65.69342635239173,75.37562556727508,1953.69261377835,15,6.064990854691532,42.60903580134299,-74.39701720521539,74.42729729274878,2249.0895347581645,13,1.3945904428435143,1.331470188837622,0.086718305038408,6.843109346510041,83.67542657061085,21,1.2793743154236947,1.1646087054812853,0.1197340680248402,4.355590195803483,76.76245892542168,16,1.2620454550109175,1.2150853298805635,0.055265139579337,6.741511013329903,75.72272730065505,16,1.3834128714049114,1.1602449474113548,0.1367348130506312,5.591009426214084,83.00477228429469,18,0.5172900575811162,41.16036923993488,-70.98777633287058,88.43879811233758,2054.209893937175,14,0
0.19879376654500003,1.2433370887127901,-2.790185838,3.051358275,57.3621964373,15,0.058174809650000006,1.1464340613454052,-3.60958144,2.457005685,50.129241611,13,-0.10733851558333332,0.9409584226495716,-2.532968203,2.66819566,44.138728141,13,0.30359678053333333,1.5992744386524362,-3.83361748,3.675064614,76.02830394,13,0.11069537649999998,1.1728304041622208,-2.725180382,3.293670104,53.75494620199999,14,-1.0070836948500002,2.742800559490857,-11.2016595,3.182034859,87.413100313,15,0.0,0.0,0,0,0,0,1.0055530515187836,0.6636367848602139,0.1710978316543213,2.6047392039784287,60.33318309112702,18,0.8719575706773643,0.5890669170180904,0.0264809832014775,2.7608478120639215,52.31745424064186,16,0.9348293836572329,0.6060191559558264,0.1176839304193813,2.4915072531296736,56.089763019433974,17,0.9780391293008346,0.5568794417791814,0.211782999379089,2.2938189228335766,58.68234775805008,18,7.732860305167879,37.976467820963556,-67.67333497519529,83.0399283942302,1870.729282716736,16,3.8555648063127994,43.96089845698731,-87.21063160786666,83.67558608382677,2236.7136316322008,15,1.2054429217047624,0.7521466225433832,0.1591278594854077,3.4699592340503296,72.32657530228575,19,1.3712089715975035,1.7556379201451127,0.0734568652054087,7.9297137461018785,82.27253829585021,16,1.5911568372969924,1.7497802792207113,0.1030874267163239,8.136436928907179,95.46941023781955,14,1.4891604008887354,1.4049923768991126,0.2309382101507995,6.650482599843484,89.34962405332412,16,-0.2597675760832893,37.113434526777844,-73.90837230859552,83.40308496591719,1781.0540311893556,14,0
-0.13295319220000001,1.383488327479738,-2.956671924,2.38421659,68.844593216,14,0.0012244005833333294,1.3962433644504972,-3.24184197,2.462218057,71.805900977,16,0.1280108677,0.6776868356125112,-1.102676599,1.788314389,34.272074571999994,15,-0.19248734785000002,1.247136108689001,-3.156749423,2.508316815,59.48220200700001,9,-0.17142879641666667,1.3811786832467348,-2.781137259,4.372095948,65.974790797,14,-0.9836386710166668,3.262904681165054,-10.71579067,2.045209999,107.48987179100001,12,0.0,0.0,0,0,0,0,1.2992962291982362,0.502430170819874,0.0857687510618508,2.444644467038634,77.95777375189417,19,1.000295237348651,0.46041401890898703,0.3237701628124784,2.303076774150754,60.01771424091905,17,0.9854638102337998,0.48222654968366363,0.1417533953373081,2.0959612445496645,59.12782861402799,18,1.147654164495363,0.36766357859635773,0.3132552359306189,1.999730927865355,68.85924986972178,18,1.5537267337814218,45.12880705914981,-83.73720734600516,80.29158408588371,2360.105114544288,10,-4.121231752444313,43.96674755597319,-76.79515044821852,71.62403806395409,2255.9478925955004,13,1.1971128428751172,0.5758836353037098,0.1294266941437105,3.0915908296770716,71.82677057250703,14,1.7688800537831548,1.909615287360325,0.1983833735386103,7.711471521490228,106.1328032269893,15,1.708447891742531,1.9194925694786542,0.0405669318294716,7.62890169772546,102.50687350455186,12,1.7141350977493042,1.452441259105341,0.3901556656768425,6.337867638182614,102.84810586495826,13,-4.587412557178797,42.823472341548005,-88.27142800902453,84.48921739919359,2049.1814996536004,15,0
-0.08677655774999998,1.3603914297266402,-4.157516483,2.942446506,62.82745240700002,15,-0.10127800986666664,1.6020184813925165,-3.666702885,2.909052058,79.115376134,12,0.08428228686666663,0.7952056038363579,-1.685971149,2.112994362,40.164676162000006,12,-0.02559042928333333,1.060036250124313,-2.877852114,2.327254082,48.551803785000004,10,-0.043880207566666676,1.286749873608552,-3.378515439,2.455689561,64.797624406,12,0.05635027581666672,0.7958185712134164,-1.737372373,1.627432783,40.879106495,10,0.0,0.0,0,0,0,0,1.336070208397598,0.6575516175628976,0.1568426852510426,3.21458717338198,80.16421250385588,19,1.1249643732724317,0.5852718274415263,0.2428036487905832,2.6186304807647387,67.49786239634591,13,0.9748949645261878,0.5462646270736459,0.1118558633283506,2.9446116331327636,58.49369787157127,16,1.2082382795446691,0.4812662807065692,0.3553639248280366,2.628286731192573,72.49429677268014,18,4.10045484619746,48.33738182821717,-79.85584451529591,85.90949434075276,2490.8229945931002,14,-1.1466798594231173,40.09939224306521,-83.28640928554442,75.32861893838903,1929.4347141816725,16,1.0597929050278807,0.51752315329914,0.1776993510553138,2.4717492433677046,63.58757430167284,14,0.961283313798497,0.47224042761376206,0.0639950322091729,2.491711266701593,57.67699882790982,15,0.828037438951631,0.4413288303012542,0.266236827553753,2.337794928264388,49.68224633709786,14,0.9881840245143796,0.40371689108941533,0.3233103266189449,2.0993627720359647,59.29104147086277,12,1.955935031575064,46.19014092907944,-74.67487774877947,74.62330234267318,2476.3274657154866,13,0
